factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factory_location_in_city,factory_location_in_town,year_of_establishment,factory_status
"Allied Garments Ltd.",Woven,5,430,177,120000,"Shirts ,Ladies Blouses ,Children Wears","468, D.I.T. Road, Malibagh Supper Market, Dhaka, Malibagh",Dhaka,Malibagh,1985,Clean
"Alltex Industries Ltd.",Woven,5,711,60,250000,"Bad Sheets ,Quilt Covers","Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,1998,Clean
"Allure Apparel Ltd.",Woven,5,250,125,20000,"Jackets ,Pants","Gorat (3rd Floor), Ashulia, Dhaka, Savar",Dhaka,Savar,1997,Clean
"Alluring Fashions Ltd.",Woven,5,400,126,90000,"Shirts ,Pants","Bijoy Road, Mogarkhal, National University, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2014,Clean
"Alpha Clothing Ltd.",Woven,5,500,406,120000,"Shirts ,Pants","South Panishail, Gazipur, Kashimpur",Gazipur,Kashimpur,2013,Clean
"Alpha Dresswear Ltd.",Knit,5,239,208,2400000,"T-Shirts ,Polo Shirts","Shi-201/8, Teknagpara, Gazipur, Chandana",Gazipur,Chandana,2015,Clean
"Alpha Knit Apparels Ltd.",Knit,5,250,143,30000,"T-Shirts ,Polo Shirts","North Gazir Chat, Madrasha Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2007,Clean
"Alpha Knitting Wear Ltd.",Woven,5,600,283,120000,"Shirts ,Gir's Shirts ,Boy's Shirts","888, Shawra Para, Rokeya Sarani, Dhaka, Mirpur",Dhaka,Mirpur,1989,Clean
"Alps Apparels Ltd.",Knit,5,450,200,200000,"T-Shirts ,Polo Shirts ,Tank Top","11/B, Extension Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,1992,Clean
"Alsina Garments Ltd.",Woven,5,500,276,42000,"Shirts ,Pants","A-84/4 East rajashon, Birulia Road, Rajashon, Dhaka, Savar",Dhaka,Savar,2015,Clean
"Alternative Sweaters Ltd.",Sweater,5,50,45,30000,Sweater,"Holding # 1745/1, Uttar Mullah Para, Uttar Khan, Dhaka, Uttara",Dhaka,Uttara,2015,Clean
"Alvin Fashion Ltd.",Woven,5,300,220,52000,"Jackets ,Pants ,Trousers","Chaydana, Gazipur, K.B. Bazar",Gazipur,"K.B. Bazar",2010,Clean
"Ama Syntex Ltd.",Knit,5,50,140,210000,"T-Shirts ,Polo Shirts ,Tank Tops","Jarun (South), Gazipur, Kashimpur",Gazipur,Kashimpur,2008,Clean
"Aman Fashions & Designs Ltd.",Sweater,5,980,602,91000,Sweaters,"Nalam, Mirzanagar, Ashulia, Dhaka, Savar",Dhaka,Savar,2010,Clean
"Aman Graphics & Designs Ltd.",Woven,5,560,290,180000,"Shirts ,Jackets ,Pants","Nazim Nagar, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2011,Clean
"Aman Knittings Ltd.",Sweater,5,3150,1325,205000,Sweaters,"Kulasur, Hemayetpur, Dhaka, Savar",Dhaka,Savar,1999,Clean
"Aman Sweaters Ltd.",Sweater,5,885,559,106000,Sweaters,"Rajaghat Road, Rajfulbaria, Dhaka, Savar",Dhaka,Savar,2008,Clean
"Aman Tex Unit-2 Ltd.",Knit,5,3094,250,125000,"T-Shirts ,Polo Shirts","Boiragirchala, Gazipur, Sreepur",Gazipur,Sreepur,2015,Clean
"Aman Winter Wears Ltd.",Sweater,5,510,308,180000,"Sweaters ,Pullovers","Singair Road, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2012,Clean
"Amana Knittex",Knit,5,325,117,188750,"t-Shirts ,Polo Shirts","Amana Complex, Masdair,, Gorosthan, Gabtoli Mor, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Amana Textile",Knit,5,325,113,188750,"T-Shirts ,Polo Shirts","Amana Complex, Masdair, Gorosthan Mor, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Amanah Apparels",Woven,1,1,163,488000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Norsinghopur, Zirabo, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Amanah Fashion Ltd.",Woven,5,278,193,75000,"Shirts ,Pants","House # 30, Hazi Mofiz Uddin Member Road,, Hajipara, Dhaka, North Badda",Dhaka,"North Badda",2014,Clean
"Amantex Ltd.",Knit,5,3200,1620,1872000,"T-Shirts ,Polo Shirts ,Knitted Top/BOttom","Boiragirchala, Gazipur, Sreepur",Gazipur,Sreepur,2008,Clean
"Amazing Fashions Ltd.",Knit,5,1298,709,468000,"T-Shirts ,Polo Shirts ,Knitted Jackets","10, Dager Chala, National University, Gazipur, Board Bazar",Gazipur,"Board Bazar",2007,Clean
"Ambia Apparels Ltd.",Woven,5,280,249,60000,"T-Shirts ,Pants ,Swimming Trunks ,Wind Suits","7, Agrabad C/A, Chittagong","7, Agrabad C/A,",Chittagong,1999,Clean
"Ambia Fashions Ltd.",Woven,5,0,124,0,"Jackets ,Trousers ,Pants","171/A, Dewanhat, Port City, Chittagong, Doublemooring",Chittagong,"Double Mooring",2009,Anomaly
"Ambition Garments Ltd.",Woven,5,400,200,90000,"Shirts ,Trousers ,Pants ,Shorts","Al-Amin Plaza, 320, East Rampura, Dhaka, Rampura",Dhaka,Rampura,2009,Clean
"AMC Knit Composite Ltd.",Knit,5,2580,947,2092000,"T-Shirts ,Polo Shirts ,Shorts","Baniachala, Member Bari, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2010,Clean
"AMC Sweaters Ltd.",Sweater,5,1000,946,107510,"Sweaters ,Pullovers ,Cardigans ,Vest","158/283, Choydana, National University, Gazipur, Gazipur",Gazipur,Gazipur,1999,Clean
"Ameen Fabrics Ltd.",Knit,5,377,200,40000,"Pants ,Jackets ,Jogging Suits","Senpara, Kanchpur, Narayanganj, Sonargaon",Narayanganj,Sonargaon,1997,Clean
"Ameertex Limited",Knit,5,212,78,175000,"Knit Items","Anandapur, Dhaka, Savar",Dhaka,Savar,1999,Clean
"Amena (Pvt) Ltd.",Woven,5,450,295,104000,"Shirts ,Trousers ,Swimming Shorts","Abdul Latif Market, Road # 9/C, Ahalia, Sector # 6, Dhaka, Uttara",Dhaka,Uttara,2000,Clean
"Amex Apparel Ltd.",Knit,5,500,310,520000,"T-Shirts ,Polo Shirts ,Pants ,Sweat Wears","Road # 13, Plot # 21, Shampur, Dhaka, Kadamtoli",Dhaka,Kadamtali,2004,Clean
"Amex Knitting & Dyeing Inds. Ltd. (U-2) G.D.",Knit,5,400,200,250000,"T-Shirts ,Polo Shirts ,Sweat Shirs ,Tank Top","Plot # 19, Road # 13, Rajuk Shampur, Kadamtoly, Dhaka, Old Dhaka",Dhaka,"Old Dhaka",2000,Clean
"Amex Limited",Woven,5,762,158,40000,"Jackets ,Shorts ,Pants","plot # 647-652, Kolma # 1, Word # 7, Po: Deiry Farm, Dhaka, Savar",Dhaka,Savar,2000,Clean
"Amheco Fabrics (Pvt.) Ltd.",Woven,5,700,180,65000,"Shirts ,Blouses ,Jackets","365, Jubilee Road, (2nd Floor), Chittagong, Chittagong",Chittagong,Chittagong,1991,Clean
"Amichi Apparels Ltd.",Woven,5,0,0,180000,"Pants ,Jeans ,Jackets ,Trousers","122-123, Darussalam Road (4th Fl), Dhaka, Dhaka",Dhaka,Dhaka,2007,Anomaly
"Amir Shirts Ltd.",Woven,5,1600,1185,7200000,"Shirts ,Pants","Sufua, Noabazar, Kalikapur Union, Comilla, Comilla",Comilla,Comilla,2014,Clean
"Amity Design Ltd.",Knit,5,500,250,585000,"T-Shirts ,Polo Shirts ,Pyjama Sets","House # 7 & 9, Road # 9, Block -D, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,2001,Clean
"Amity Sweaters Ltd.",Sweater,5,1200,500,120000,Sweaters,"Plot # 209, Hajirpukur, Gazipur, Choydana",Gazipur,Choydana,2004,Clean
"Amotex Ltd.",Knit,1,759,100,50000,"Sweaters ,Socks","Kondol Bagh (Pukurpar), Yarpur, Zirabo, Dhaka, Dhaka",Dhaka,Dhaka,2004,Clean
"Amotex Ltd. (Woven Unit)",Woven,5,2935,804,80000,"Jackets ,Pants ,Shorts","Civil Engineer City (1st & 2nd Fl), Jarun, Gazipur, Konabari",Gazipur,Konabari,2009,Clean
"Ample Fashion Ltd.",Knit,5,320,180,70000,"Girls Dress ,Pants ,Diaper Cover","Plot # 1 (2nd Floor), CDA Heavy I/A, Bahir Signal, Chittagong, Kalurghat",Chittagong,Kalurghat,2009,Clean
"Amrjin Apparels Ltd.",Knit,5,210,86,60000,"Jackets ,Trousers ,T-Shirts","2861, FIDC Road, Chittagong, Kalurghat",Chittagong,Kalurghat,2008,Clean
"Amtranet Limited",Sweater,5,2200,1545,525000,Sweaters,"Kasba Tower, Plot # 160, Rajashan I/A, Dhaka, Savar",Dhaka,Savar,2012,Clean
"An.An. Apparels Ltd.",Woven,5,290,450,175000,"Swimming Shorts ,Polo Shirts ,Denim Trousers","590, Colonel Jhones Road, Chittagong, Uttar Kattali",Chittagong,"Uttar Kattali",1996,Clean
"Anam Garments Ltd.",Woven,5,400,300,390000,"Jackets ,Pants ,Trousers","House # 66, Road # 4, Block - B, Section # 12, Dhaka, B. Baria",Dhaka,"B. Baria",1992,Clean
"Anan Socks Limited",Knit,5,520,350,2000000,Socks,"Mulaid, Mowna, Gazipur, Sreepur",Gazipur,Sreepur,2011,Clean
"Ananna Sweaters Ltd.",Sweater,5,210,200,30000,Sweater,"Tangail Road, Out Para, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2015,Clean
"Anannya Fashions Ltd.",Woven,5,323,130,50000,"Shirts ,Pants ,Jackets","H # 79, Block # J, New Airport Road, Chairman Bari, Dhaka, Banani",Dhaka,Banani,1992,Clean
"Ananta Apparels Ltd.",Woven,5,1413,485,100000,"Shirta ,Denim Trousers ,Overalls","Ananta Plaza, 136, Elephent Road, Dhaka, Dhaka",Dhaka,Dhaka,1992,Clean
"Ananta Casual Wear Ltd.",Woven,5,400,150,180000,"Shirts ,Pants ,Trousers","Konia, K.B. Bazar, Gazipur, Gazipur",Gazipur,Gazipur,2009,Clean
"Ananta Denim Technology Ltd.",Woven,5,400,150,180000,"Shirts ,Jackets ,T-Shirts","Kashpara (Neya Bari), Kanchpur, Narayanganj, Narayangonj",Narayanganj,Narayanganj,2008,Clean
"Ananta Fashion Ltd.",Woven,5,1819,538,120000,"Blouses ,Children Wears ,School Uniforms ,Trousers","Ananta Plaza, 136, Elephant Road, Dhaka, Dhaka",Dhaka,Dhaka,1999,Clean
"Ananta Garments Ltd.",Woven,5,3600,1427,550000,"Children Wears ,Shorts ,Skirts ,Trousers","Nischintapur, Ashulia, DEPZ Road, Dhaka, B. Baria",Dhaka,"B. Baria",2005,Clean
"Ananta Huaxiang Ltd.",Sweater,5,419,451,500000,Sweater,"Plot # 222,223, H2, H3 & H4, Narayanganj, AEPZ",Narayanganj,AEPZ,2014,Clean
"Ananta Jeanswear Ltd.",Woven,5,3650,1640,500000,"Children Wears ,Trousers ,Overalls","123, Kabi Jashim Uddin Road, Pagar, Gazipur, Tongi",Gazipur,Tongi,2005,Clean
"Ananta Sportswear Ltd.",Woven,5,3247,1425,450000,"Shirts ,Trousers ,Shortalls ,Shorts","Nishchintapur, Ashulia, DEPZ Road, Dhaka, Savar",Dhaka,Savar,1999,Clean
"Angel Fashion",Knit,5,700,250,300000,"T-Shirts ,Polo Shirts ,Fleece Jackets ,Pajama Sets","142/1, Senpara Parbata, (Begum Rokeya Sharoni), Mirpur-10, Dhaka, Dhaka",Dhaka,Dhaka,1992,Clean
"Angel Sweater (BD) Ltd.",Sweater,5,400,400,65000,Sweaters,"Angel Tower, Matuail, Dakhan Para, Dhaka, Jatrabari",Dhaka,Jatrabari,2008,Clean
"Angela Fashion Limited",Woven,5,246,177,18000,"Jackets ,Blouses ,Shortalls","768, D.T. Road, Askarabad, Chittagong, Double Mooring",Chittagong,"Double Mooring",1995,Clean
"Angora Fashions Ltd.",Woven,5,1500,627,200000,"Shirts ,Pants ,Skirts ,Trousers","Khokon Complex, National University, Gazipur, Chaydana",Gazipur,Chaydana,2008,Clean
"Angora Sweaters Ltd.",Sweater,5,1000,436,70000,"Sweaters ,Pullovers ,Cardigans","79-B, Malibagh Chowdhury Para, Dhaka, Malibagh",Dhaka,Malibagh,1995,Clean
"Angshuk Ltd.",Woven,5,450,165,90000,"Shirts ,Ladies Blouses ,Shorts","133/134, Hamayetpur, Dhaka, Savar",Dhaka,Savar,1999,Clean
"Anika Apparels (Pvt) Ltd",Woven,5,450,225,60000,"Shirts ,Jackets ,Bottoms","Plot # I/1, Gha Part, Section # 2, Dhaka, Mirpur",Dhaka,Mirpur,2000,Clean
"Anika Fashions (Pvt.) Ltd.",Woven,5,440,198,80000,"Pants ,Shirts ,Bottoms ,Jackets","Plot # I /1, Gha Part, Dhaka, Mirpur",Dhaka,Mirpur,2012,Clean
"Anika Garments (Pvt.) Ltd.",Woven,5,494,278,80000,"Ladies Dresses ,Pants ,Shorts ,Jackets","Plot # I/1, Gha Part (4th Floor), Section # 2, Dhaka, Mirpur",Dhaka,Mirpur,1992,Clean
"Anisa Knitwear Ltd.",Woven,1,3,127,1800000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Durgapur, Zirabo, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Anita Apparels Ltd.",Woven,1,3,151,300000,"T-Shirt ,Shirt ,Boxer","3325/3898, Alonkar Shopping Complex (3rd Floor), Alonkar Mour, Pahartali, Chittagong, Chittagong",Chittagong,Chittagong,2022,Clean
"Anjuman Garments (Pvt.) Ltd.",Knit,5,150,115,36000,"Knitted Garments ,Polo Shirts ,Caps","Unique, Uttar Gazirchat, Alia Madrasha Road, Ashulia, Dhaka, B. Baria",Dhaka,"B. Baria",1992,Clean
"Ankhi Apparels Ltd.",Knit,5,350,150,166400,"T-Shirts ,Polo Shirts ,Bra ,Panty","121/285, BADC Road, West Khulshi, Chittagong, Chittagong",Chittagong,Chittagong,2010,Clean
"Anlima Textile Ltd.",Knit,5,2200,605,100000,"Ladies Shirts ,T-Shirts ,Polo Shirts ,Tank Top","Karnapara, Dhaka, Savar",Dhaka,Savar,2004,Clean
"Annesha Style Ltd.",Sweater,5,3000,3000,360000,Sweater,"Khehur Bagan, Baro Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2001,Clean
"Annex Fashion Ltd.",Knit,5,300,157,80000,"T-Shirts ,Panties ,Swim Wears","P.M. Center (4th & 5th Floor), 215/216, D.T. Road, Chittagong, Dewanhat",Chittagong,Dewanhat,1998,Clean
"Anon Tex Knit Tex Ltd.",Knit,5,800,500,300000,"T-Shirts ,Polo Shirts","538, 540, 541, Vadam, Nishatnagar, Gazipur, Tongi",Gazipur,Tongi,2015,Clean
"Anowara Apparels Ltd.",Woven,5,250,150,50000,"Pants ,Shorts ,Trousers","601, Strand Road, Chittagong, Mazhirghat",Chittagong,Mazhirghat,1991,Clean
"Anowara Dress Makers Ltd.",Woven,5,1100,795,2680000,"Shirts ,Cargo Pants ,Putter Pants ,Dress Pants","Upahar Complex, CDA Plot # 10, Agrabad C/A, Chittagong, Agrabad",Chittagong,Agrabad,2006,Clean
"Anowara Fashions Ltd.",Woven,5,500,250,60000,"Shirts ,Blouses ,Dresses","BSCIC I/E, Chittagong, Kalurghat",Chittagong,Kalurghat,2001,Clean
"Anowara knit Composite Ltd.",Knit,5,1500,446,1000000,"T-Shirts ,Polo Shirts","Mulayed, Mawna, Gazipur, Sreepur",Gazipur,Sreepur,2016,Clean
"ANR Fashion Wear Ltd.",Woven,1,450,124,300000,"Shirt ,Pant ,T-Shirt ,Polo Shirt, Sweater","Deger Chala Road, National University, Gazipur, Gazipur",Gazipur,Gazipur,2022,Clean
"Antim Knitting Dyeing & Finising Ltd.",Knit,5,500,350,900000,"Polo Shirts ,T-Shirts","Rupshi Bus Stand, Narayanganj, Rupganj",Narayanganj,Rupganj,1998,Clean
"Anupam Eco Fashions Ltd.",Sweater,5,1540,1300,50000,"Pullovers ,Sweaters ,Cardigans","Dakhin Panishail, Kashimpur, Gazipur, B. Baria",Gazipur,"B. Baria",2001,Clean
"Anupam Hosiery Inds (Pvt) Ltd.",Knit,5,3000,1560,66500,"T-Shirts ,Jackets ,Pants ,Skirts","Vulta, Rupganj, Narayanganj, Narayangonj",Narayanganj,Narayanganj,1992,Clean
"Anupom Fashion Wear Ltd.",Woven,5,300,154,40000,"Jackets ,Overalls ,Pants","Tamanna Complex (3rd Floor), CB-288, Kachukhet, Dhaka, Cantonment",Dhaka,Cantonment,2000,Clean
"Anza Textile Ltd.",Knit,5,50,120,114000,"T-Shirts ,Polo Shirts","1558, Access Road, Chittagong, Agrabad",Chittagong,Agrabad,2007,Clean
"Anzir Apparels Ltd.",Sweater,5,1290,1238,150000,"Cardigans ,Jumpers ,Cardigans ,Pullovers","South Gazirchat, Baipal, Ashulia, Dhaka, B. Baria",Dhaka,"B. Baria",2022,Clean
"Anzir Apparels Ltd. (U-2)",Sweater,5,1195,1217,350000,"Sweaters ,Pullover ,Cardigans ,Jumpers","Dewan Idris Road, Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2004,Clean
"Anzir Terry Towels Ltd.",Knit,5,125,52,1650000,Towels,"Gazirchat, Baipail, Ashulia, Dhaka, Savar",Dhaka,Savar,2012,Clean
"Apace Ltd.",Knit,5,250,150,50000,"Trousers ,Jackets ,Ladies Dresses","436/457, Chatteswari Road, Gazi Shah Lane, Dev Pahar, Chittagong, Devpahar",Chittagong,Devpahar,2001,Clean
"Apex Fashion Wear Ltd.",Knit,1,3947,1385,4200000,,"B-50/3, Kalampur, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2016,Clean
"Apex Knit Composite Ltd.",Knit,5,350,250,400000,"T-Shirts ,Polo Shirts","Gilarchala, Mouza-7, Keowa, Gazipur, Sreepur",Gazipur,Sreepur,2011,Clean
"Apex Lingerie Ltd.",Knit,5,4636,1257,2000000,"Ladies Bra ,Panties ,Under Garments ,Briefs","Chandora, Shafipur, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2000,Clean
"Apex Spinning & Knitting Mills Ltd.",Knit,5,4955,948,2800000,"Polo Shirts ,T-Shirts ,Sweat Shirts ,Trousers","Chandora, Shafipur, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,1992,Clean
"Apex Textile Printing Mills Ltd.",Knit,5,5271,1164,5300000,"T-Shirts ,Polo Shirts ,Sweat Shirts","Chandora, Shafipur, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2005,Clean
"Apex Weaving & Finishing Mills Ltd.",Woven,5,705,380,635000,"Matress Cover ,Curtains ,Bed Linen ,Cishion Cover","East Chandra, Gazipur, Shafipur",Gazipur,Shafipur,1998,Clean
"Apical Industries Ltd.",Woven,1,513,417,125000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Zinzira, Birulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Apollo Apparels Limited",Woven,1,2545,200,9500000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Biximco Industrial Park, Sarabo, Kashimpur, Gazipur, Gazipur",Gazipur,Gazipur,2020,Clean
"Apollo Sewing & Garments Ltd.",Knit,5,480,283,240000,"Active Wears ,Swiming Suits ,T-Shirts","1 & 4, CDA Momin Road (2nd -5th Floor), Jamal Khan, Chittagong","1 & 4, CDA Momin Road (2nd -5th Floor), Jamal Khan",Chittagong,1991,Clean
"Apparel Crafts Ltd.",Woven,5,519,226,156000,"Sleep Wears ,Long Pants ,Boxer Shorts ,Overalls","G.P. GA 185/A, School Road, Dhaka, Mohakhali",Dhaka,Mohakhali,1992,Clean
"Apparel Export Ltd.",Woven,5,600,400,75000,"Trousers ,Fleece Jackets ,Shorts ,Bermuda","2/C, Darussalam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1991,Clean
"Apparel Fair Ltd.",Knit,5,153,87,80000,"Shirts ,Knit Items","71/B, Malibagh Chowdhury Para, Dhaka, Malibagh",Dhaka,Malibagh,1998,Clean
"Apparel Gallery Ltd.",Woven,5,7560,596,1456000,"Shirts ,Overalls ,Shorts ,Trousers","144, 147, 148, East Narasinghpur, Ashulia, Dhaka, B. Baria",Dhaka,"B. Baria",2008,Clean
"Apparel Options (Pvt) Ltd.",Woven,5,140,80,36000,Trousers,"436/457, Gaji Shah Lane, Chattechari, Chittagong","436/457, Gaji Shah Lane, Chattechari",Chittagong,2001,Clean
"Apparel Plus Ltd.",Knit,5,965,794,2100000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Holding # She-18, Dilan Cpmplex,, Dhaka Road, Chandona Chowrasta, Gazipur, Chandana",Gazipur,Chandana,2014,Clean
"Apparel Promoters Ltd.",Woven,5,416,73,80000,"Jackets ,Trousers ,Overalls","1670/2091, West Sholashahar, Aturar Dipot, Chittagong","1670/2091, West Sholoshahar, Aturar Depot",Chittagong,2000,Clean
"Apparel Stitch Ltd.",Knit,5,943,360,144000,"Ladies Shirts ,Denim Trousers ,Polo Shirts","430/1/A, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,2000,Clean
"Apparel Today Ltd.",Knit,5,1230,433,150000,"Sleep Wears ,Briefs ,T-Shirts ,Boxers","Plot # 1, Road # 1, Turag Housing, Beribandh, Dhaka, Mohammadpur",Dhaka,Mohammadpur,2007,Clean
"Apparel-21 Ltd.",Knit,5,1950,660,1058550,"T-Shirts ,Under Wears ,Polo Shirts ,Tanl Top","Shirir Chala, Bagher Bazar, Gazipur, B. Baria",Gazipur,"B. Baria",2007,Clean
"Apparels Bangla Sourcing Ltd.",Sweater,5,90,77,8300,Sweaters,"Chamudda, Gazipur, Pubail",Gazipur,Pubail,2009,Clean
"Apparels Exporters",Sweater,5,520,1000,62500,Sweaters,"Zamgora Botala, Ashulia, Dhaka, Savar",Dhaka,Savar,2012,Clean
"Apparels Village Ltd.",Knit,5,1600,750,600000,"T-Shirts ,Polo Shirts ,Payjama sets ,Tank Tops","Khagan, Birulia, Dhaka, Savar",Dhaka,Savar,2002,Clean
"Appear Composite Fashion Ltd.",Knit,5,250,200,13000,"T-Shirts ,Polo Shirts","Holding # C-69/1, Vogra, Sharifpur Konapara Road, National University, Gazipur, Gazipur",Gazipur,Gazipur,2015,Clean
"Applique Fashionwear Ltd.",Woven,5,600,200,1400000,"Trousers ,T-Shirts ,Jogging Suite","840-841, Baitul Aman Housing Society, Ring Road, Dhaka, Shamoli",Dhaka,Shamoli,1991,Clean
"Appollo Knitwear (BD) Ltd.",Knit,5,460,224,600000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # I-5, I-5/I, Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,2011,Clean
"Appolo Fashions Ltd.",Knit,5,600,250,250000,"T-Shirts ,Polo Shirts ,Jackets ,Tank Top","Plot # I-5/2, Road # 7, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1999,Clean
"Appropriate Apparels Ltd.",Woven,5,320,158,250000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Mouchak, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2012,Clean
"April Fashions Ltd.",Sweater,5,775,650,60000,Sweaters,"Plot # CS-115, RS-184, Holding # 129, Sataish, Ka Para Road, Gazipur, Tongi",Gazipur,Tongi,2004,Clean
"APS Apparels Ltd.",Knit,5,539,376,390000,"Ladies Top ,T-Shirts ,Polo Shirts","Holding # 106, Ward # 5, East Faridabad, Baitur Rahmat Jame Mosque Road, Dhaka, Dakshinkhan",Dhaka,"Dakkhin Khan",1999,Clean
"Aps Clothing Ltd.",Knit,5,526,215,390000,"T-Shirts ,Polo Shirts ,Tank Tops","Holding # 106, Ward # 5, East Faridabad, Baitur Rahmat Jame Mosque Road, Dhaka, Dakshinkhan",Dhaka,"Dakkhin Khan",2010,Clean
"APS Holdings Ltd.",Knit,5,474,265,390000,"T-Shirts ,Polo Shirts","Holding # 106, Word # 5, East Faidabad, Dakhin Khan, Dhaka, Uttara",Dhaka,Uttara,2011,Clean
"APS Knit Composite Ltd.",Knit,5,576,382,650000,"T-Shirts ,Polo Shirts","Kamargaon, Pubail, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2014,Clean
"APT Fashion Wear (Pvt) Ltd.",Knit,5,750,450,60000,"Shirts ,Children Wears ,Jackets ,Pants","Yakub Plaza (1st Floor), 1, Port Connecting Road, Chittagong","Yakub Plaza (1st Floor), 1, Port Connecting Road",Chittagong,1997,Clean
"Apt International Ltd.",Knit,5,450,200,50000,"T-Shirts ,Polo Shirts ,Tank Tops","Shahmirpur, Bokhtiar Sarak, Patia, Chittagong, Karnafully",Chittagong,Karnafully,2007,Clean
"Aqsha Fashions Limited",Woven,1,478,198,240000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","175/A/186, Sk. Mujib Road, Agrabad C/A, Double Mooring, Chittagong, Chittagong",Chittagong,Chittagong,2022,Clean
"AR Style Ltd.",Woven,5,300,197,45000,"Shirts ,Pants","Kajlar Par, Vangha Press, Dhaka, Jatra Bari",Dhaka,Jatrabari,2013,Clean
"Arabee Knitwear Ltd.",Knit,5,290,179,0,"T-Shirts ,Polo Shirts","Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2009,Anomaly
"Arabi Fashion Ltd.",Knit,5,1637,827,940000,"T-Shirts ,Polo Shirts","Bokran, Monipur, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,2015,Clean
"Arafat Fashion Garments Ltd.",Woven,5,350,140,15000,"Jackets ,Trousers ,Blouses","754, Askarabad, Mansurabadh,, Dhaka Trunk Road, Chittagong, Double Mooring",Chittagong,"Double Mooring",1985,Clean
"ARBA Garments & Industry Ltd.",Knit,5,499,186,650000,"T-Shirts ,Polo Shirts ,Polar Fleece","Siraj Bhaban, Plot # I/3, Road # 6, Section # 7, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2006,Clean
"Arbella Fashion Ltd.",Woven,1,3,974,425010,,"Mouza-38, Vill- Gararon, Union- Bhormi, Thana- Sreepur, GaZipur, Gazipur",GaZipur,Gazipur,2021,Clean
"Arcadia Apparels Ltd.",Woven,5,300,128,30000,"Jackets ,Overalls ,Trousers","1/1, Khilgoan, D.I.T Road, Hajipara, Dhaka, Rampura",Dhaka,Rampura,1993,Clean
"Arcorp Denim Ltd.",Woven,5,100,777,240000,"Shirts ,pants","Kumkumary, gouripur, Ashulia, Dhaka, Savar",Dhaka,Savar,2014,Clean
"Areana Garments Ltd",Woven,5,275,100,25000,"Jackets ,Windbreaker ,Pants","72, East Testory Bazar, Dhaka, Dhaka",Dhaka,Dhaka,1984,Clean
"Arefin Textile Mills Ltd.",Knit,5,990,360,900000,"T-Shirts ,Briefs ,Underwears ,A-Shirts","20-24, BSCIC I/A, Patiya, Chittagong, Patenga",Chittagong,Patenga,1995,Clean
"Argenta Garment Inds. Ltd.",Knit,5,250,240,48000,"Trousers ,Shorts ,Pants","4/1, Abdul Hamid Road (1st Floor), Sholak Bahar, Mirzapool, Chittagong","4/1, Abdul Hamid Road (1st Floor), Sholak Bahar, Mirzapool",Chittagong,1985,Clean
"ARH Knit Composite Ltd.",Knit,5,300,136,9600,"T-Shirts ,Polo Shirts ,Trousers ,Jackets","College Gate, Dewaliabari, Gazipur, Konabari",Gazipur,Konabari,2013,Clean
"Arien Knit Composite Ltd.",Knit,1,2,201,5000000,"T-Shirt ,Polo Shirt","Latifpur, Sardagonj, Kashimpur, Gazipur, Gazipur",Gazipur,Gazipur,2023,Clean
